fileName,startFrame,endFrame,label
kTO7o5A0sys_30fps,342,362,BH CA
kTO7o5A0sys_30fps,439,456,BH CA
kTO7o5A0sys_30fps,533,556,FH CA
kTO7o5A0sys_30fps,633,653,FH CA
kTO7o5A0sys_30fps,723,743,FH CA
kTO7o5A0sys_30fps,808,829,BH CA
kTO7o5A0sys_30fps,898,918,FH CA
kTO7o5A0sys_30fps,1203,1230,BH CA
kTO7o5A0sys_30fps,1290,1308,FH CA
kTO7o5A0sys_30fps,1366,1381,BHV CA
kTO7o5A0sys_30fps,1459,1477,FH CA
kTO7o5A0sys_30fps,1554,1580,FH CA
kTO7o5A0sys_30fps,1638,1657,FH CA
kTO7o5A0sys_30fps,1712,1731,BH CA
kTO7o5A0sys_30fps,1796,1815,FH CA
kTO7o5A0sys_30fps,1873,1893,BH CA
kTO7o5A0sys_30fps,1944,1963,BH CA
kTO7o5A0sys_30fps,2019,2038,FH CA
kTO7o5A0sys_30fps,2105,2122,FH CA
kTO7o5A0sys_30fps,2172,2190,FH CA
kTO7o5A0sys_30fps,2338,2353,BH CA
kTO7o5A0sys_30fps,2410,2425,BH CA
kTO7o5A0sys_30fps,2490,2510,FH CA
kTO7o5A0sys_30fps,2585,2603,FH CA
kTO7o5A0sys_30fps,2669,2686,FH CA
kTO7o5A0sys_30fps,2753,2766,BH CA
kTO7o5A0sys_30fps,2841,2859,BH CA
kTO7o5A0sys_30fps,2929,2948,BH CA
kTO7o5A0sys_30fps,3014,3031,FH CA
kTO7o5A0sys_30fps,3085,3105,BH CA
kTO7o5A0sys_30fps,3170,3186,FH CA
kTO7o5A0sys_30fps,3747,3767,FH CA
kTO7o5A0sys_30fps,3841,3862,FH CA
kTO7o5A0sys_30fps,4015,4033,FH CA
kTO7o5A0sys_30fps,4096,4118,BH CA
kTO7o5A0sys_30fps,4182,4199,FH CA
kTO7o5A0sys_30fps,4562,4579,BH CA
kTO7o5A0sys_30fps,4634,4646,BH CA
kTO7o5A0sys_30fps,5075,5093,BH CA
kTO7o5A0sys_30fps,5169,5189,FH CA
kTO7o5A0sys_30fps,5254,5275,FH CA
kTO7o5A0sys_30fps,5348,5367,FH CA
kTO7o5A0sys_30fps,5415,5432,BH CA
kTO7o5A0sys_30fps,5494,5508,BH CA
kTO7o5A0sys_30fps,5586,5602,BH CA
kTO7o5A0sys_30fps,5672,5690,FH CA
kTO7o5A0sys_30fps,5742,5759,FH CA
kTO7o5A0sys_30fps,5852,5870,FH CA
kTO7o5A0sys_30fps,6139,6165,BH CA
kTO7o5A0sys_30fps,6231,6246,BH CA
kTO7o5A0sys_30fps,6969,6983,BH CA
kTO7o5A0sys_30fps,7053,7068,BH CA
kTO7o5A0sys_30fps,7141,7159,FH CA
kTO7o5A0sys_30fps,7215,7233,FH CA
kTO7o5A0sys_30fps,7290,7310,FH CA
kTO7o5A0sys_30fps,7567,7587,FH CA
kTO7o5A0sys_30fps,7646,7670,FH CA
kTO7o5A0sys_30fps,7926,7947,FH CA
kTO7o5A0sys_30fps,8013,8033,FH CA
kTO7o5A0sys_30fps,8087,8106,FH CA
kTO7o5A0sys_30fps,8283,8303,FH CA
kTO7o5A0sys_30fps,8376,8396,FH CA
kTO7o5A0sys_30fps,8811,8829,FH CA
kTO7o5A0sys_30fps,8887,8911,FH CA
kTO7o5A0sys_30fps,8964,8982,FH CA
kTO7o5A0sys_30fps,9023,9047,BHV CA
kTO7o5A0sys_30fps,11455,11481,S CA
kTO7o5A0sys_30fps,11693,11720,S CA
kTO7o5A0sys_30fps,12114,12138,S CA
kTO7o5A0sys_30fps,12609,12637,S CA
kTO7o5A0sys_30fps,12998,13027,S CA
kTO7o5A0sys_30fps,13688,13714,S CA
kTO7o5A0sys_30fps,14049,14076,S CA
kTO7o5A0sys_30fps,15144,15171,S CA
kTO7o5A0sys_30fps,15499,15527,S CA
kTO7o5A0sys_30fps,15951,15976,S CA
kTO7o5A0sys_30fps,18131,18158,S CA
kTO7o5A0sys_30fps,18761,18779,FH CA
kTO7o5A0sys_30fps,19579,19604,S CA
kTO7o5A0sys_30fps,19974,20000,S CA
kTO7o5A0sys_30fps,20708,20732,S CA
kTO7o5A0sys_30fps,21131,21154,S CA
kTO7o5A0sys_30fps,22248,22277,S CA
kTO7o5A0sys_30fps,22631,22658,S CA
kTO7o5A0sys_30fps,23009,23032,S CA
