fileName,startFrame,endFrame,label
Tcly8G0MQDg_30fps,31,47,FH JS
Tcly8G0MQDg_30fps,101,125,FH JS
Tcly8G0MQDg_30fps,173,196,FH JS
Tcly8G0MQDg_30fps,290,320,BH JS
Tcly8G0MQDg_30fps,380,405,FH JS
Tcly8G0MQDg_30fps,456,483,FH JS
Tcly8G0MQDg_30fps,535,556,FH JS
Tcly8G0MQDg_30fps,776,794,FH JS
Tcly8G0MQDg_30fps,847,874,FH JS
Tcly8G0MQDg_30fps,934,958,FH JS
Tcly8G0MQDg_30fps,1006,1034,BH JS
Tcly8G0MQDg_30fps,1081,1108,FH JS
Tcly8G0MQDg_30fps,1160,1186,FH JS
Tcly8G0MQDg_30fps,1253,1271,BH JS
Tcly8G0MQDg_30fps,1482,1511,BH JS
Tcly8G0MQDg_30fps,1553,1577,BH JS
Tcly8G0MQDg_30fps,1622,1649,BH JS
Tcly8G0MQDg_30fps,1698,1724,BH JS
Tcly8G0MQDg_30fps,1765,1790,BH JS
Tcly8G0MQDg_30fps,2000,2025,FH JS
Tcly8G0MQDg_30fps,2064,2090,FH JS
Tcly8G0MQDg_30fps,2130,2154,FH JS
Tcly8G0MQDg_30fps,2284,2308,FH JS
Tcly8G0MQDg_30fps,2353,2379,FH JS
Tcly8G0MQDg_30fps,2427,2454,BH JS
Tcly8G0MQDg_30fps,2520,2547,BH JS
Tcly8G0MQDg_30fps,2738,2764,BH JS
Tcly8G0MQDg_30fps,2822,2849,FH ND
Tcly8G0MQDg_30fps,2898,2925,FH ND
Tcly8G0MQDg_30fps,2972,2999,FH ND
Tcly8G0MQDg_30fps,3041,3071,BH ND
Tcly8G0MQDg_30fps,3117,3147,BH ND
Tcly8G0MQDg_30fps,3212,3240,FH ND
Tcly8G0MQDg_30fps,3288,3315,BH ND
Tcly8G0MQDg_30fps,3357,3385,BH ND
Tcly8G0MQDg_30fps,3426,3453,BH ND
Tcly8G0MQDg_30fps,3498,3524,BH ND
Tcly8G0MQDg_30fps,3570,3598,BH ND
Tcly8G0MQDg_30fps,3636,3663,FH ND
Tcly8G0MQDg_30fps,3706,3736,BH ND
Tcly8G0MQDg_30fps,3777,3805,FH ND
Tcly8G0MQDg_30fps,3844,3874,FH ND
Tcly8G0MQDg_30fps,3916,3944,FH ND
Tcly8G0MQDg_30fps,3981,4008,BH ND
Tcly8G0MQDg_30fps,4216,4244,FH ND
Tcly8G0MQDg_30fps,4287,4315,BH ND
Tcly8G0MQDg_30fps,4376,4404,FH ND
Tcly8G0MQDg_30fps,4447,4476,FH ND
Tcly8G0MQDg_30fps,4530,4559,FH ND
Tcly8G0MQDg_30fps,4598,4628,BH ND
Tcly8G0MQDg_30fps,4676,4704,FH ND
Tcly8G0MQDg_30fps,4741,4770,FH ND
Tcly8G0MQDg_30fps,4947,4977,BH ND
Tcly8G0MQDg_30fps,5033,5057,FH ND
Tcly8G0MQDg_30fps,5115,5140,BH ND
Tcly8G0MQDg_30fps,5210,5234,FH ND
Tcly8G0MQDg_30fps,5285,5312,BH ND
Tcly8G0MQDg_30fps,5353,5382,BH ND
Tcly8G0MQDg_30fps,5421,5444,FH ND
Tcly8G0MQDg_30fps,5499,5526,FH ND
Tcly8G0MQDg_30fps,5763,5790,BH ND
Tcly8G0MQDg_30fps,5838,5867,FH ND
Tcly8G0MQDg_30fps,5910,5937,FH ND
Tcly8G0MQDg_30fps,5974,6003,FH ND
Tcly8G0MQDg_30fps,6039,6068,FH ND
Tcly8G0MQDg_30fps,6119,6146,FH ND
Tcly8G0MQDg_30fps,6183,6212,BH ND
Tcly8G0MQDg_30fps,6271,6300,BH ND
Tcly8G0MQDg_30fps,6473,6500,BH ND
Tcly8G0MQDg_30fps,6542,6570,FH ND
Tcly8G0MQDg_30fps,6632,6658,FH ND
Tcly8G0MQDg_30fps,6700,6725,FH ND
Tcly8G0MQDg_30fps,7023,7052,FH ND
Tcly8G0MQDg_30fps,7092,7121,FH ND
Tcly8G0MQDg_30fps,7174,7201,FH ND
Tcly8G0MQDg_30fps,7250,7277,FH ND
